source,target,producer_overlap,same_branch,historical_share_corr,lag1_directed_corr,combined_strength,combined_signed
15150,26310,0.0,1.0,0.5739536110252206,0.1372511113817068,0.3721860833075662,0.06246388069533778
16210,7586,0.01861481726627852,1.0,0.5341960329441822,0.05494575250937293,0.36956621851639393,0.0694198950896737
7586,16210,0.01861481726627852,1.0,0.5341960329441822,0.027188139448731056,0.36956621851639393,0.07993433923772758
7585,7583А,0.0,1.0,0.5603011513606135,-0.6326552705837123,0.3680903454081841,0.055076984591308026
7583А,7585,0.0,1.0,0.5603011513606135,0.09985433286487426,0.3680903454081841,0.06980083900208144
26293,26218,0.0,1.0,-0.5596402141525053,0.13241864920041546,0.3678920642457516,-0.06140396956102944
26218,26293,0.0,1.0,-0.5596402141525053,0.18316408405619952,0.3678920642457516,-0.0610289211861051
7583А,26257,0.0,1.0,-0.5468507905450204,-0.32301250767510653,0.36405523716350613,-0.06903566288579291
26257,7583А,0.0,1.0,-0.5468507905450204,-0.29737734792666126,0.36405523716350613,-0.059729285178404395
26228,15150,0.0,1.0,-0.5445022371377095,0.4912869323176485,0.36335067114131286,-0.08284083789344064
15150,26228,0.0,1.0,-0.5445022371377095,0.34881757331196483,0.36335067114131286,-0.060981036074866275
26231,26249,0.0,1.0,-0.540847495067472,-0.1665575879746896,0.3622542485202416,-0.08743315395518093
26249,26231,0.0,1.0,-0.540847495067472,0.12009055400246957,0.3622542485202416,-0.08446087155080761
7965,26220,0.0,1.0,-0.5273078672779743,-0.07753191390855665,0.3581923601833923,-0.06592744904240584
26220,7965,0.0,1.0,-0.5273078672779743,0.027110540206529463,0.3581923601833923,-0.05397766369804537
15150,7620,0.0,1.0,0.4937275275962517,0.312959976608968,0.34811825827887555,0.05842458471245696
7620,15150,0.0,1.0,0.4937275275962517,-0.37853148060160907,0.34811825827887555,0.05089960089039488
7620,26310,0.0,1.0,0.4933690524641172,-0.3294702683891439,0.34801071573923514,0.0508838767155886
26310,7620,0.0,1.0,0.4933690524641172,0.07038045740222078,0.34801071573923514,0.053940768924316276
26183,16181,0.43216952137576325,0.0,-0.43035777904769895,0.06373574159177166,0.34519209440219134,-0.05479180805746823
16181,26183,0.43216952137576325,0.0,-0.43035777904769895,-0.45451088523218797,0.34519209440219134,-0.06999866193697701
7585,26257,0.0,1.0,-0.4709934866889311,-0.10028969326472241,0.34129804600667935,-0.0510680800391769
26257,7585,0.0,1.0,-0.4709934866889311,0.04311549455676308,0.34129804600667935,-0.05599559143715741
26259,15150,0.17520454725766535,1.0,0.17722311672174146,-0.3290703424778802,0.3407692086453551,0.07192453323793098
15150,26259,0.17520454725766535,1.0,0.17722311672174146,-0.2625585497342629,0.3407692086453551,0.05719119587789114
15150Д,26259,0.0595223522173411,1.0,0.3625317192939941,-0.1522731851929973,0.3385206918968688,0.053363723548599855
26259,15150Д,0.0595223522173411,1.0,0.3625317192939941,-0.23315379333791536,0.3385206918968688,0.07144994952112323
16197,26233,0.10389472445198229,0.0,0.9446863249325431,0.20558247682552,0.3353532597057541,0.06615858510482069
26233,16197,0.10389472445198229,0.0,0.9446863249325431,0.28012371465028185,0.3353532597057541,0.060057435600416376
26233,26203,0.1156175952249916,0.0,-0.9183581860342105,-0.0006595297557073722,0.33331625342275895,-0.05969263409597904
26203,26233,0.1156175952249916,0.0,-0.9183581860342105,-0.8046173689080584,0.33331625342275895,-0.059583248643520714
7516Д,26233,0.0,1.0,0.4405556125700242,-0.4395599832508981,0.3321666837710072,0.06728160730378016
26233,7516Д,0.0,1.0,0.4405556125700242,-0.02222520444874669,0.3321666837710072,0.05948676102532856
7583А,16210,0.0,1.0,0.43511679618072424,-0.19398830663575212,0.3305350388542173,0.06267923981006697
16210,7583А,0.0,1.0,0.43511679618072424,-0.2988038267627524,0.3305350388542173,0.06208821740481433
26293,16181,0.0,1.0,-0.4287492431499372,-0.015216697418036057,0.32862477294498116,-0.0548499614860797
16181,26293,0.0,1.0,-0.4287492431499372,0.00819025662101581,0.32862477294498116,-0.0666391112615977
15150Д,16228,0.0,1.0,-0.4205914337470115,0.43500136459169175,0.3261774301241035,-0.05141795649595979
16228,15150Д,0.0,1.0,-0.4205914337470115,0.262940672546196,0.3261774301241035,-0.043376038059641936
