КНС,Период,Нагн. скваж.,Закачка м3/мес базовый прогноз,Закачка м3/мес прогноз,Доля базовый прогноз,Доля прогноз,Руст базовый прогноз,Руст прогноз,Суммарная закачка прогноз,Закачка м3/мес факт,Руст факт
97,07.2026,23311,5168.86877119519,2571.189518227859,0.05659215944664752,0.05659215944664751,48.5722417571352,48.5722417571352,45433.670377110415,4974.638,145.0
97,07.2026,23322,648.7862555437756,322.730658035014,0.007103336696249094,0.007103336696249096,110.97344176811356,110.97344176811356,45433.670377110415,5535.617,120.0
97,07.2026,23414,1345.6311283743548,669.3674778431736,0.014732850599285993,0.014732850599285991,114.96608253501601,114.96608253501601,45433.670377110415,6728.455,140.0
97,07.2026,24527,2576.6376936358006,1281.7163916148872,0.0282107164351093,0.02821071643510929,88.414168146511,88.414168146511,45433.670377110415,6136.619,140.0
97,07.2026,24528,3136.9960910214845,1560.4597108181492,0.03434588704513541,0.0343458870451354,87.25210953132505,87.25210953132505,45433.670377110415,60.482,60.0
97,07.2026,24759,5106.474463092053,2540.152245258987,0.05590902571100047,0.05590902571100046,93.62856775102026,93.62856775102026,45433.670377110415,3582.211,80.0
97,07.2026,24779,4792.634974287961,2384.036692758225,0.05247290551192861,0.0524729055119286,44.294742303144915,44.294742303144915,45433.670377110415,228.637,64.0
97,07.2026,2553,2065.009987968349,1027.2135492564153,0.022609081342763966,0.022609081342763966,98.76562829544966,98.76562829544966,45433.670377110415,4073.221,80.0
97,07.2026,2555,4222.81745935938,2100.5880531155053,0.04623417029000998,0.04623417029000997,72.30169142053771,72.30169142053771,45433.670377110415,86.107,65.0
97,07.2026,2556,1153.1296001512858,573.6099855330039,0.012625217834524543,0.012625217834524539,116.15182325977409,116.15182325977409,45433.670377110415,,
97,07.2026,2558,2825.9786455401704,1405.7479486886864,0.03094066442399743,0.030940664423997427,85.27862268319461,85.27862268319461,45433.670377110415,8107.496,35.0
97,07.2026,2902,6372.66074199936,3170.000870279819,0.06977206208452996,0.06977206208452998,48.05746432191348,48.05746432191348,45433.670377110415,5261.222,80.0
97,07.2026,2903,1215.3384451614386,604.5550021916844,0.013306320998804006,0.013306320998804013,87.4019250344632,87.4019250344632,45433.670377110415,,
97,07.2026,2992,6329.868671538326,3148.7144867589545,0.06930354648048165,0.06930354648048165,60.79711426777338,60.79711426777338,45433.670377110415,8353.194,40.0
97,07.2026,2994,4274.205956435375,2126.1506221974687,0.04679680520085447,0.04679680520085446,91.75013111214258,91.75013111214258,45433.670377110415,5176.602,70.0
97,07.2026,2997,148.53065475375783,73.88472788603552,0.0016262108535976601,0.0016262108535976612,89.37756131337484,89.37756131337484,45433.670377110415,,
97,07.2026,3592,4728.761940104273,2352.2638458819956,0.05177358171500648,0.05177358171500647,44.62419605066986,44.62419605066986,45433.670377110415,5884.245,20.0
97,07.2026,3592Д/2,4273.695987128315,2125.8969443048827,0.04679122172299586,0.04679122172299585,46.639346468260804,46.639346468260804,45433.670377110415,8184.788,80.0
97,07.2026,4611,1247.5486410265223,620.5775637335628,0.013658979311656293,0.013658979311656294,76.4206132287044,76.4206132287044,45433.670377110415,2024.128,60.0
97,07.2026,4625,4292.876500549896,2135.4380522816655,0.04700122254171885,0.047001222541718825,48.424787380481426,48.424787380481426,45433.670377110415,7534.16,30.0
97,07.2026,4634Д,4524.896006613248,2250.8532714373564,0.04954152400091675,0.04954152400091674,46.495960898456474,46.495960898456474,45433.670377110415,5792.669,20.0
97,07.2026,4636,1504.4693633519068,748.3795833824018,0.016471915589708487,0.016471915589708484,102.03127526480996,102.03127526480996,45433.670377110415,1704.81,130.0
97,07.2026,4639,5309.735467980333,2641.2619054898,0.05813446027069108,0.05813446027069107,65.99931977350651,65.99931977350651,45433.670377110415,7244.507,30.0
97,07.2026,4648,1326.3944377834796,659.798425231839,0.014522234716133496,0.014522234716133495,102.13207494936587,102.13207494936587,45433.670377110415,1349.482,20.0
97,07.2026,4650,1734.5408652102963,862.8257920611428,0.0189908890234815,0.018990889023481495,68.03799226011375,68.03799226011375,45433.670377110415,3142.474,56.0
97,07.2026,4698,1857.5658629019172,924.0230478915631,0.020337847244608437,0.020337847244608433,40.835770222254865,40.835770222254865,45433.670377110415,75.468,30.0
97,07.2026,4702,59.726970982309375,29.710439274646912,0.0006539299825007109,0.0006539299825007114,119.50652001645759,119.50652001645759,45433.670377110415,,
97,07.2026,9684,820.3969758087787,408.0962776111675,0.008982243217945413,0.008982243217945413,115.57591847037858,115.57591847037858,45433.670377110415,438.903,115.0
